文本,文本1,文本2
    對狗有毒   歐蓍草可能對狗有中度毒性。它的花、葉、莖，如果食用都可能引起不良反應。腹瀉、嘔吐和胃部不適都是常見的症狀——如果其中任何一個看起來很嚴重，你應該盡快帶你的狗去看獸醫。幸運的是， 歐蓍草很少被狗吃掉，因為它很苦。    關於毒性的進一步資訊    ,    對貓有毒   雖然歐蓍草 （ Achillea millefolium ）在技術上是有毒的，但中毒是罕見的，因為必須攝入大量的葉子、莖或花才能產生真正的效果，而且植物的苦味會阻止過度食用。也就是說，症狀包括噁心、腹瀉、嘔吐和抑鬱，嘔吐物中可能會出現植物碎片。如果是這種情況，請尋求獸醫的建議。    關於毒性的進一步資訊    ,
    對人體有輕微毒性        歐蕁麻中毒歐蕁麻時意外接觸植物或皮膚保護不足。這種植物被細小的毛髮覆蓋，這些毛髮進入皮膚並在身體接觸時引起輕度至中度刺激。除了毛髮外，葉子本身在壓碎時也會引起刺激。與植物接觸通常會導致刺痛感（持續數小時），毛髮可引起長達 36 小時的疼痛。這些植物最有可能出現在牧場或其他類型的耕地和荒地，在這些地方可能會意外接觸。    關於毒性的進一步資訊    ,,
    對狗有毒   歐毛茛可能對狗有嚴重的毒性；如果您認為您的狗吃過或接觸過此類植物，您應該立即尋求獸醫的幫助。這些植物的所有部分都含有毛茛素，這種毒素在吞食時有毒，還會刺激皮膚，導致發紅或發癢。攝入症狀從過度流口水、嘔吐、腹瀉、虛弱和食慾不振到癱瘓、癲癇發作、黃疸、痙攣、虛脫，甚至死亡。    關於毒性的進一步資訊    ,    對貓有毒   歐毛茛的毒素對貓有輕度至中度毒性。這種毒素存在於植物的所有部分。中毒的典型症狀包括嘔吐、腹瀉、流口水過多、口腔腫脹、步態不穩和虛弱。幸運的是，這些症狀通常只會以較輕微的形式出現，因為植物令人不快的味道限制了貓的進食量。    關於毒性的進一步資訊    ,
    對人體有高度毒性        歐防風是一種中等毒性的植物，可引起皮膚刺激。葉子、莖和花含有呋喃香豆素，這種化學物質會導致嚴重的皮膚刺激。皮疹被稱為植物性皮炎，它可能很嚴重。副作用包括接觸點發紅、發癢、灼熱和腫脹。對陽光的敏感性是歐防風中毒的另一個常見症狀。在某些情況下，皮疹嚴重到足以留下永久性疤痕。如果食用，該植物還會引起腹部不適。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        如果攝入， 歐刺柏的種子、葉子和果實被認為是輕度毒性的。植物的這些部分含有一種稱為側柏酮的揮髮油，如果大量食用會導致腹瀉。有時， 歐刺柏水果用於藥用或給某些食物和杜松子酒調味，因此可能會被誤服過量。    關於毒性的進一步資訊    ,,
    對人體有輕微毒性        歐白英會因身體接觸和攝入植物的任何部分（包括葉子、果實、花和莖）而導致中毒。食用歐白英可能是致命的，並會導致嚴重的症狀，如噁心、虛弱、發燒、嘔吐、心率減慢和神經系統麻痺。與植物接觸也會導致皮膚刺激和潛在的發癢紅色皮疹。中毒最有可能因意外接觸或攝入而發生。    關於毒性的進一步資訊    ,    對狗有毒   這種植物對狗有劇毒——如果你認為你的狗攝入了任何數量的歐白英 ，這個問題需要立即解決。植物的所有部分都是有毒的，儘管中毒最常見的是它的葉子和漿果，特別是當漿果未成熟和綠色時。 歐白英中毒有很多症狀，其中最常見的是流涎過多、嘔吐、腹瀉、呼吸困難和嗜睡。嚴重者可出現震顫、抽搐或癱瘓，甚至死亡。    關於毒性的進一步資訊    ,    對貓有毒   常在林區野生生長， 歐白英 （ Solanum dulcamara ）對貓有中度至重度毒性；懷疑攝入可能是醫療緊急情況。植物的所有部分都是有毒的。 歐白英攝入的症狀包括腹瀉、嘔吐、過度流涎、瞳孔放大和食慾不振。在極少數情況下，心率降低、呼吸困難、麻木、顫抖、失去協調、癱瘓甚至死亡都是可能的。    關於毒性的進一步資訊    
    對人體有輕微毒性        女貞是一種有毒植物，可以在攝入、觸摸甚至聞到植物的人中激活負面症狀。症狀為中度至重度，可能危及生命。植物的所有部分都值得關注，儘管漿果和葉子由於含有糖苷而特別有毒。吸入植物的香味會刺激鼻子和喉嚨。食用葉子和漿果會導致胃痛、嘔吐、腹瀉和噁心，而觸摸這些部位會導致皮膚刺激和皮炎。一個可愛的花園觀賞植物，如果它很容易在孩子們夠得著的地方種植，那麼女貞可能會給孩子們帶來問題，因為孩子們可能會吃掉或觸摸這種植物，認為它是安全的。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
    對狗有毒   檸檬香茅對狗有輕微毒性，通常只有大量食用才會危險。草葉含有刺激性化合物；謝天謝地，反應通常僅限於胃部不適。然而，像其他草一樣， 檸檬香茅也會導致腸道物理堵塞。這種阻塞很嚴重，可能會導致腹痛、食慾不振、排便困難和發燒等症狀。    關於毒性的進一步資訊    ,    對貓有毒   儘管有些貓喜歡啃食檸檬香茅 （ Cymbopogon citratus ），這可能會產生類似於貓薄荷的效果，但植物的所有部分都含有一種對它們具有中等毒性的化合物，因為它們的消化系統無法分解。濃縮精油產品毒性更大。攝入這種植物的貓可能會出現胃部不適、嘔吐、腹部腫脹、發燒和潛在的腸道阻塞症狀。    關於毒性的進一步資訊    ,
    對狗有毒   檸檬馬鞭草對狗有中等毒性，通常只有在大量食用時才會引起症狀。攝入葉子或花朵可能會導致胃部不適、腹瀉和嘔吐。在大多數情況下， 檸檬馬鞭草中毒不足以保證去看獸醫——狗通常會通過它們的系統處理毒素並恢復。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        蔦蘿具有毒性，如果被吃掉就會被激活。吃這種植物的影響往往是溫和的。由於這種植物中存在生物鹼，植物的每一部分都有毒，包括種子。攝入種子和其他有毒植物部分的症狀包括嘔吐和可能出現幻覺。作為家庭附近花園中流行的觀賞植物， 蔦蘿通常很容易獲得。兒童可能尤其容易受到傷害，因為他們可能會被鮮豔的花朵所吸引而無意中吞下了種子。    關於毒性的進一步資訊    ,    對狗有毒   食用某些蔦蘿 Ipomoea quamoclit屬的成員）的種子會導致狗輕度至重度中毒。幾種有害生物鹼高度集中在種子中。輕度中毒的症狀包括嘔吐、腹瀉、意識模糊或失去協調能力。更嚴重的中毒可能導致幻覺、震顫或肝功能衰竭。 蔦蘿中毒的情況下，有必要去看獸醫。    關於毒性的進一步資訊    ,    對貓有毒   藤蔓、花朵，尤其是蔦蘿種子對貓有中度到重度的毒性，可能需要就醫。少量攝入可能會導致類似於過敏反應的症狀。在更大的接觸中，症狀更嚴重，包括嘔吐、定向障礙、腹瀉、震顫和幻覺。    關於毒性的進一步資訊    
,,
,,
,,
,,
    對狗有毒   忠於這種植物的聲譽，食用擬刺茄對狗來說可能是劇毒的，需要立即引起獸醫注意。這些植物的所有部分都含有多種有毒物質，會導致食慾不振、流口水過多、嘔吐、腹瀉、瞳孔放大、意識模糊、行為改變和虛弱。在更嚴重的情況下，可能會出現呼吸困難、心率降低、昏迷甚至死亡，因此如果您的寵物接觸過這種植物，請將其視為醫療緊急情況。     ,,
,,
,,
,,
,,
,,
,,
,,
    對人體有中度毒性        南天竹的漿果在攝入時被認為劇毒，因為它們含有氰化氫。雖然死亡是可以避免的結果，但如果大量食用漿果，氰化物中毒可能會在幾分鐘到幾小時內致命。攝入南天竹漿果最常見的副作用是嘔吐、腹瀉、腹痛、噁心，有時還有癲癇發作。孩子們特別容易受到傷害，因為鮮紅色的漿果很有吸引力。    關於毒性的進一步資訊    ,    對狗有毒   狗可能會南天竹 ，但如果它們咀嚼這種劇毒的植物，立即打電話給獸醫很重要。漿果、葉子和莖都含有氰化物，如果大量攝入可能會致命。中毒症狀包括嘔吐、呼吸困難和心率加快。    關於毒性的進一步資訊    ,    對貓有毒   由於其高水平的氰苷， 南天竹 （ Nandina domestica ）植物的所有部分對貓都有嚴重的毒性。如果攝入該植物的任何部分，應尋求獸醫的注意。雖然它的苦味是一種威懾力，寵物通常不會大量食用這種植物，但攝入的症狀可能很嚴重，可能包括鮮紅色的黏膜、呼吸困難、呼吸衰竭、昏迷，甚至癲癇發作。    關於毒性的進一步資訊    
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有中度毒性        木賊大量由於其內容的硫胺酶，其可以破壞在體內的生產維生素B，從而導致維生素B缺乏攝入時可能是有毒的。如果攝入者俱有富含維生素 B 的飲食，則木賊這種植物還具有利尿特性，它通過排尿排出體內的水分，如果大量食用會導致嚴重脫水。建議在懷孕期間完全避免攝入木賊 ，因為沒有足夠的證據證實它是安全的，而且對於那些患有酒精中毒的人來說，這通常會導致硫胺素缺乏症。對胡蘿蔔和尼古丁過敏的人、患有糖尿病或低鉀的人也應該非常小心。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有高度毒性        木本曼陀羅中毒最有可能發生在意外攝入植物中。 木本曼陀羅部位在食用時對人體都是有毒的，其中葉子和種子是毒性最大的部位。食用這種植物中毒可能是致命的或導致嚴重疾病。症狀可能包括肌肉麻痺、虛弱、視力模糊、意識模糊、心率加快、口乾、便秘、震顫、偏頭痛、協調性差、幻覺和譫妄。它最有可能在較溫暖的地區作為栽培觀賞植物遇到，因此園丁必須小心。由於它可能離家很近，所以也必須照顧孩子。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        莫羅氏忍冬在其漿果中含有對人類有毒的類胡蘿蔔素。儘管成人中毒的可能性很小，但兒童發生不良反應的風險要大得多。留意腹痛、心跳不規則、腹瀉和嘔吐，因為這些是莫羅氏忍冬中毒的典型症狀。在某些人中，可能會出現更嚴重的後果，包括呼吸衰竭、抽搐和意識喪失。    關於毒性的進一步資訊    ,,
,,
    對貓有毒   許多魔海 （ Kalanchoe longiflora ）品種對貓有毒，懷疑食用時必須立即就醫。稱為蟾蜍二烯內酯的有害毒素存在於植物的所有部位，尤其是在花朵中。中毒的最初症狀是嘔吐、腹瀉、流口水、心率變化、虛弱和四肢發冷，但如果不及時治療，中毒會導致心臟驟停和死亡。     ,,
,,
,,
    對人體有輕微毒性        綿毛莢蒾對人類有毒，雖然毒性很低，所以影響不是非常有害。如果食用漿果，它們會引起嘔吐和腹瀉。即使大量食用或未成熟食用，後遺症的嚴重程度也很低，只會引起輕微的胃腸道困難。該屬的許多物種的葉子上都有毛髮，如果直接接觸皮膚，會引起皮炎。儘管沒有證據表明該特定物種與皮炎有關，但避免直接處理是明智之舉。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性           關於毒性的進一步資訊    ,,
    對狗有毒   一種叫做無花果苷的多汁物質存在於孟加拉榕所有部分，當它接觸狗的眼睛、嘴巴或皮膚或被攝入時，會引起中度的毒性反應。它會導致犬類嚴重不適，症狀包括過度流口水、爪子抓臉、皮膚刺激以及嘔吐和腹瀉。在所有情況下都建議去看獸醫。 孟加拉榕是一種流行的室內植物，因此在用這種植物裝飾的房屋中要小心。     ,    對貓有毒   許多Ficus benghalensis屬的物種對貓有輕微到嚴重的毒性。有害毒素見於所有部位的孟加拉榕 。如果攝入，它們通常會引起輕微的胃腸道紊亂，而與植物汁液的身體接觸會引起皮膚刺激，尤其是口腔周圍。在嘔吐或腹瀉嚴重的情況下，建議就醫以避免脫水並發症。     ,
